word;D20181943.txt;D20181947.txt;D20181950.txt;D20181937.txt
rozwój;0.0;0.0;0.6020599913279624;0.0
rzeczpospolita;0.24987747321659987;0.12493873660829993;0.0;0.24987747321659987
rzeczywisty;0.0;1.2041199826559248;0.0;0.0
rz¹dowy;0.3010299956639812;0.0;1.505149978319906;0.0
róg;1.2041199826559248;0.0;0.0;0.0
równanie;0.0;0.6020599913279624;0.0;0.0
równoramienny;0.6020599913279624;0.0;0.0;0.0
równy;0.6020599913279624;0.0;0.0;0.0
ró¿niczkowy;0.0;1.806179973983887;0.0;0.0
ró¿norodny;0.0;0.6020599913279624;0.0;0.0
samodzielny;0.0;1.2041199826559248;0.0;0.0
